EFFORTID,TRANSID,PROJECTCODE,Date,SITE,OBSERVER,END,ELAPSED,CLOUDS,RAIN,MOON,TRANSECT,COUNT,BAIT,CONFIG,HEIGHT,ARRAY,BI,T-ELAPSED,SPACING,ROW SPACINGl,COMMENTS
4894,5294,NWFN TRAP 2 LINVIS,4-Jul-05,NWFN,ROB,854,,80,0,,X,13,M,M,C,S,1,,16,16,
4894,5295,NWFN TRAP 2 LINVIS,4-Jul-05,NWFN,ROB,835,,80,0,,Z,13,M,M,C,S,1,,16,16,
4901,5342,NWFN TRAP 2 LINVIS,5-Jul-05,NWFN,JLF,927,,85,10,,J,13,M,M,C,S,0,,16,16,
4901,5343,NWFN TRAP 2 LINVIS,5-Jul-05,NWFN,JLF,943,,85,10,,L,13,M,M,C,S,0,,16,16,
4901,5344,NWFN TRAP 2 LINVIS,5-Jul-05,NWFN,JLF,957,,85,10,,N,13,M,M,C,S,0,,16,16,
4901,5345,NWFN TRAP 2 LINVIS,5-Jul-05,NWFN,JLF,1016,,85,10,,P,13,M,M,C,S,0,,16,16,
4901,5346,NWFN TRAP 2 LINVIS,5-Jul-05,NWFN,JLF,1026,,85,10,,R,12,M,M,C,S,0,,16,16,"NON FUNCTIONAL, MOUSE MISSING, BAIT CHAMBER OPEN?"
4898,5316,NWFN TRAP 2 LINVIS,5-Jul-05,NWFN,PAR,901,,85,10,,B,13,M,M,C,S,0,,16,16,
4898,5317,NWFN TRAP 2 LINVIS,5-Jul-05,NWFN,PAR,913,,85,10,,D,13,M,M,C,S,0,,16,16,
4898,5318,NWFN TRAP 2 LINVIS,5-Jul-05,NWFN,PAR,925,,85,10,,F,13,M,M,C,S,0,,16,16,
4898,5319,NWFN TRAP 2 LINVIS,5-Jul-05,NWFN,PAR,936,,85,10,,H,13,M,M,C,S,0,,16,16,
4893,5282,NWFN TRAP 2 LINVIS,5-Jul-05,NWFN,ROB,1004,,85,10,,T,13,M,M,C,S,0,,16,16,
4893,5283,NWFN TRAP 2 LINVIS,5-Jul-05,NWFN,ROB,949,,85,10,,V,13,M,M,C,S,1,,16,16,
4893,5284,NWFN TRAP 2 LINVIS,5-Jul-05,NWFN,ROB,914,,85,10,,X,13,M,M,C,S,3,,16,16,
4893,5285,NWFN TRAP 2 LINVIS,5-Jul-05,NWFN,ROB,859,,85,10,,Z,13,M,M,C,S,2,,16,16,
4903,5355,NWFN TRAP 2 LINVIS,6-Jul-05,NWFN,ICC,850,,60,0,,B,13,M,M,C,S,1,,16,16,
4903,5356,NWFN TRAP 2 LINVIS,6-Jul-05,NWFN,ICC,902,,60,0,,D,13,M,M,C,S,0,,16,16,
4903,5357,NWFN TRAP 2 LINVIS,6-Jul-05,NWFN,ICC,911,,60,0,,F,13,M,M,C,S,1,,16,16,
4905,5365,NWFN TRAP 2 LINVIS,6-Jul-05,NWFN,JLF,932,,60,0,,H,13,M,M,C,S,0,,16,16,
4905,5366,NWFN TRAP 2 LINVIS,6-Jul-05,NWFN,JLF,925,,60,0,,J,13,M,M,C,S,0,,16,16,
4905,5367,NWFN TRAP 2 LINVIS,6-Jul-05,NWFN,JLF,907,,60,0,,L,13,M,M,C,S,1,,16,16,
4905,5368,NWFN TRAP 2 LINVIS,6-Jul-05,NWFN,JLF,850,,60,0,,N,13,M,M,C,S,1,,16,16,
4904,5359,NWFN TRAP 2 LINVIS,6-Jul-05,NWFN,KLG,847,,60,0,,P,13,M,M,C,S,0,,16,16,
4904,5360,NWFN TRAP 2 LINVIS,6-Jul-05,NWFN,KLG,904,,60,0,,R,12,M,M,C,S,0,,16,16,NON-FUNCTIONAL TRAP DUE TO CHAMBER HAD NO MOUSE
4904,5361,NWFN TRAP 2 LINVIS,6-Jul-05,NWFN,KLG,922,,60,0,,T,13,M,M,C,S,1,,16,16,
4906,5370,NWFN TRAP 2 LINVIS,6-Jul-05,NWFN,PAR,848,,60,0,,V,13,M,M,C,S,0,,16,16,
4906,5371,NWFN TRAP 2 LINVIS,6-Jul-05,NWFN,PAR,935,,60,0,,X,13,M,M,C,S,1,,16,16,
4906,5372,NWFN TRAP 2 LINVIS,6-Jul-05,NWFN,PAR,914,,60,0,,Z,13,M,M,C,S,2,,16,16,
4907,5374,NWFN TRAP 2 LINVIS,7-Jul-05,NWFN,ICC,815,,50,0,,Z,13,M,M,C,S,0,,16,16,
4907,5375,NWFN TRAP 2 LINVIS,7-Jul-05,NWFN,ICC,824,,50,0,,X,13,M,M,C,S,1,,16,16,
4907,5376,NWFN TRAP 2 LINVIS,7-Jul-05,NWFN,ICC,836,,50,0,,V,13,M,M,C,S,2,,16,16,
4907,5377,NWFN TRAP 2 LINVIS,7-Jul-05,NWFN,ICC,853,,50,0,,T,13,M,M,C,S,2,,16,16,
4909,5386,NWFN TRAP 2 LINVIS,7-Jul-05,NWFN,JLF,912,,50,10,,B,13,M,M,C,S,1,,16,16,
4909,5387,NWFN TRAP 2 LINVIS,7-Jul-05,NWFN,JLF,853,,50,10,,D,13,M,M,C,S,2,,16,16,
4909,5388,NWFN TRAP 2 LINVIS,7-Jul-05,NWFN,JLF,842,,50,10,,F,12,M,M,C,S,0,,16,16,"NON FUNCTIONAL,DOOR OPEN"
4909,5389,NWFN TRAP 2 LINVIS,7-Jul-05,NWFN,JLF,815,,50,10,,H,13,M,M,C,S,0,,16,16,
4908,5379,NWFN TRAP 2 LINVIS,7-Jul-05,NWFN,KLG,812,,50,10,,J,13,M,M,C,S,0,,16,16,
4908,5380,NWFN TRAP 2 LINVIS,7-Jul-05,NWFN,KLG,828,,50,10,,L,13,M,M,C,S,1,,16,16,
4908,5381,NWFN TRAP 2 LINVIS,7-Jul-05,NWFN,KLG,847,,50,10,,N,13,M,M,C,S,0,,16,16,
4908,5382,NWFN TRAP 2 LINVIS,7-Jul-05,NWFN,KLG,903,,50,10,,P,13,M,M,C,S,0,,16,16,
4908,5383,NWFN TRAP 2 LINVIS,7-Jul-05,NWFN,KLG,912,,50,10,,R,13,M,M,C,S,0,,16,16,
4913,5404,NWFN TRAP 2 LINVIS,8-Jul-05,NWFN,JLF,800,,70,10,,R,13,M,M,C,S,1,,16,16,
4913,5405,NWFN TRAP 2 LINVIS,8-Jul-05,NWFN,JLF,835,,70,10,,Z,13,M,M,C,S,0,,16,16,
4913,5406,NWFN TRAP 2 LINVIS,8-Jul-05,NWFN,JLF,847,,70,10,,X,13,M,M,C,S,1,,16,16,
4912,5392,NWFN TRAP 2 LINVIS,8-Jul-05,NWFN,ROB,716,,25,10,,B,13,M,M,C,S,1,,16,16,
4912,5393,NWFN TRAP 2 LINVIS,8-Jul-05,NWFN,ROB,729,,25,10,,D,13,M,M,C,S,2,,16,16,
4912,5394,NWFN TRAP 2 LINVIS,8-Jul-05,NWFN,ROB,742,,25,10,,F,13,M,M,C,S,0,,16,16,
4912,5395,NWFN TRAP 2 LINVIS,8-Jul-05,NWFN,ROB,749,,25,10,,H,13,M,M,C,S,0,,16,16,
4912,5396,NWFN TRAP 2 LINVIS,8-Jul-05,NWFN,ROB,755,,25,10,,J,13,M,M,C,S,0,,16,16,
4912,5397,NWFN TRAP 2 LINVIS,8-Jul-05,NWFN,ROB,821,,25,10,,L,13,M,M,C,S,0,,16,16,
4912,5398,NWFN TRAP 2 LINVIS,8-Jul-05,NWFN,ROB,827,,25,10,,N,13,M,M,C,S,1,,16,16,
4912,5399,NWFN TRAP 2 LINVIS,8-Jul-05,NWFN,ROB,838,,25,10,,P,13,M,M,C,S,0,,16,16,
4912,5400,NWFN TRAP 2 LINVIS,8-Jul-05,NWFN,ROB,844,,25,10,,T,13,M,M,C,S,0,,16,16,
4912,5401,NWFN TRAP 2 LINVIS,8-Jul-05,NWFN,ROB,850,,25,10,,V,13,M,M,C,S,1,,16,16,
4916,5424,NWFN TRAP 2 LINVIS,9-Jul-05,NWFN,KLG,932,,95,0,,P,13,M,M,C,S,0,,16,16,
4916,5425,NWFN TRAP 2 LINVIS,9-Jul-05,NWFN,KLG,924,,95,0,,R,13,M,M,C,S,0,,16,16,
4916,5426,NWFN TRAP 2 LINVIS,9-Jul-05,NWFN,KLG,911,,95,0,,T,13,M,M,C,S,0,,16,16,
4916,5427,NWFN TRAP 2 LINVIS,9-Jul-05,NWFN,KLG,851,,95,0,,V,13,M,M,C,S,2,,16,16,
4916,5428,NWFN TRAP 2 LINVIS,9-Jul-05,NWFN,KLG,840,,95,0,,X,13,M,M,C,S,1,,16,16,
4916,5429,NWFN TRAP 2 LINVIS,9-Jul-05,NWFN,KLG,820,,95,0,,Z,13,M,M,C,S,2,,16,16,
4926,5504,NWFN TRAP 2 LINVIS,9-Jul-05,NWFN,ROB,822,,95,10,,B,13,M,M,C,S,0,,16,16,
4926,5505,NWFN TRAP 2 LINVIS,9-Jul-05,NWFN,ROB,829,,95,10,,D,13,M,M,C,S,1,,16,16,
4926,5506,NWFN TRAP 2 LINVIS,9-Jul-05,NWFN,ROB,847,,95,10,,F,13,M,M,C,S,1,,16,16,
4926,5507,NWFN TRAP 2 LINVIS,9-Jul-05,NWFN,ROB,905,,95,10,,H,13,M,M,C,S,0,,16,16,
4926,5508,NWFN TRAP 2 LINVIS,9-Jul-05,NWFN,ROB,912,,95,10,,J,13,M,M,C,S,0,,16,16,
4926,5509,NWFN TRAP 2 LINVIS,9-Jul-05,NWFN,ROB,920,,95,10,,L,13,M,M,C,S,4,,16,16,
4926,5510,NWFN TRAP 2 LINVIS,9-Jul-05,NWFN,ROB,1007,,95,10,,N,13,M,M,C,S,0,,16,16,
4914,5409,NWFN TRAP 2 LINVIS,10-Jul-05,NWFN,ICC,732,,40,10,,Z,13,M,M,C,S,3,,16,16,
4914,5410,NWFN TRAP 2 LINVIS,10-Jul-05,NWFN,ICC,802,,40,10,,X,13,M,M,C,S,0,,16,16,
4914,5411,NWFN TRAP 2 LINVIS,10-Jul-05,NWFN,ICC,809,,40,10,,V,13,M,M,C,S,2,,16,16,
4914,5412,NWFN TRAP 2 LINVIS,10-Jul-05,NWFN,ICC,826,,40,10,,T,13,M,M,C,S,2,,16,16,
4914,5413,NWFN TRAP 2 LINVIS,10-Jul-05,NWFN,ICC,843,,40,10,,R,13,M,M,C,S,0,,16,16,
4914,5414,NWFN TRAP 2 LINVIS,10-Jul-05,NWFN,ICC,849,,40,10,,P,13,M,M,C,S,0,,16,16,
4917,5432,NWFN TRAP 2 LINVIS,10-Jul-05,NWFN,KLG,733,,40,10,,B,13,M,M,C,S,0,,16,16,
4917,5433,NWFN TRAP 2 LINVIS,10-Jul-05,NWFN,KLG,746,,40,10,,D,13,M,M,C,S,0,,16,16,
4917,5434,NWFN TRAP 2 LINVIS,10-Jul-05,NWFN,KLG,758,,40,10,,F,13,M,M,C,S,0,,16,16,
4917,5435,NWFN TRAP 2 LINVIS,10-Jul-05,NWFN,KLG,812,,40,10,,H,13,M,M,C,S,0,,16,16,
4917,5436,NWFN TRAP 2 LINVIS,10-Jul-05,NWFN,KLG,822,,40,10,,J,13,M,M,C,S,0,,16,16,
4917,5437,NWFN TRAP 2 LINVIS,10-Jul-05,NWFN,KLG,834,,40,10,,L,13,M,M,C,S,0,,16,16,
4917,5438,NWFN TRAP 2 LINVIS,10-Jul-05,NWFN,KLG,845,,40,10,,N,13,M,M,C,S,0,,16,16,
4915,5416,NWFN TRAP 2 LINVIS,11-Jul-05,NWFN,ICC,903,,25,10,,B,13,M,M,C,S,0,,16,16,
4915,5417,NWFN TRAP 2 LINVIS,11-Jul-05,NWFN,ICC,927,,25,10,,D,13,M,M,C,S,0,,16,16,
4915,5418,NWFN TRAP 2 LINVIS,11-Jul-05,NWFN,ICC,935,,25,10,,F,13,M,M,C,S,1,,16,16,
4915,5419,NWFN TRAP 2 LINVIS,11-Jul-05,NWFN,ICC,945,,25,10,,H,13,M,M,C,S,1,,16,16,
4915,5420,NWFN TRAP 2 LINVIS,11-Jul-05,NWFN,ICC,958,,25,10,,J,13,M,M,C,S,0,,16,16,
4915,5421,NWFN TRAP 2 LINVIS,11-Jul-05,NWFN,ICC,1012,,25,10,,L,13,M,M,C,S,1,,16,16,
4918,5442,NWFN TRAP 2 LINVIS,11-Jul-05,NWFN,PAR,901,,25,10,,Z,13,M,M,C,S,1,,16,16,
4918,5443,NWFN TRAP 2 LINVIS,11-Jul-05,NWFN,PAR,934,,25,10,,X,13,M,M,C,S,0,,16,16,
4918,5444,NWFN TRAP 2 LINVIS,11-Jul-05,NWFN,PAR,946,,25,10,,V,13,M,M,C,S,1,,16,16,
4918,5445,NWFN TRAP 2 LINVIS,11-Jul-05,NWFN,PAR,956,,25,10,,T,13,M,M,C,S,1,,16,16,
4918,5446,NWFN TRAP 2 LINVIS,11-Jul-05,NWFN,PAR,1010,,25,10,,R,13,M,M,C,S,1,,16,16,
4918,5447,NWFN TRAP 2 LINVIS,11-Jul-05,NWFN,PAR,1022,,25,10,,P,13,M,M,C,S,0,,16,16,
4918,5448,NWFN TRAP 2 LINVIS,11-Jul-05,NWFN,PAR,1029,,25,10,,N,13,M,M,C,S,0,,16,16,
4920,5458,NWFN TRAP 2 LINVIS,12-Jul-05,NWFN,ICC,839,,10,10,,Z,13,M,M,C,S,1,,16,16,
4920,5459,NWFN TRAP 2 LINVIS,12-Jul-05,NWFN,ICC,848,,10,10,,X,13,M,M,C,S,1,,16,16,
4920,5460,NWFN TRAP 2 LINVIS,12-Jul-05,NWFN,ICC,924,,10,10,,V,13,M,M,C,S,1,,16,16,
4920,5461,NWFN TRAP 2 LINVIS,12-Jul-05,NWFN,ICC,935,,10,10,,T,12,M,M,C,S,0,,16,16,Trap not locked; tube on ground
4920,5462,NWFN TRAP 2 LINVIS,12-Jul-05,NWFN,ICC,945,,10,10,,R,13,M,M,C,S,0,,16,16,
4920,5463,NWFN TRAP 2 LINVIS,12-Jul-05,NWFN,ICC,955,,10,10,,P,13,M,M,C,S,1,,16,16,
4919,5451,NWFN TRAP 2 LINVIS,12-Jul-05,NWFN,ROB,840,,10,10,,B,13,M,M,C,S,0,,16,16,
4919,5452,NWFN TRAP 2 LINVIS,12-Jul-05,NWFN,ROB,846,,10,10,,D,13,M,M,C,S,0,,16,16,
4919,5453,NWFN TRAP 2 LINVIS,12-Jul-05,NWFN,ROB,912,,10,10,,F,13,M,M,C,S,1,,16,16,
4919,5454,NWFN TRAP 2 LINVIS,12-Jul-05,NWFN,ROB,922,,10,10,,H,13,M,M,C,S,1,,16,16,
4919,5455,NWFN TRAP 2 LINVIS,12-Jul-05,NWFN,ROB,933,,10,10,,J,13,M,M,C,S,0,,16,16,
4919,5456,NWFN TRAP 2 LINVIS,12-Jul-05,NWFN,ROB,940,,10,10,,L,13,M,M,C,S,0,,16,16,
4919,5457,NWFN TRAP 2 LINVIS,12-Jul-05,NWFN,ROB,947,,10,10,,N,13,M,M,C,S,0,,16,16,
4922,5468,NWFN TRAP 2 LINVIS,13-Jul-05,NWFN,ICC,840,,40,0,,Z,13,M,M,C,S,1,,16,16,
4922,5469,NWFN TRAP 2 LINVIS,13-Jul-05,NWFN,ICC,851,,40,0,,X,13,M,M,C,S,1,,16,16,
4922,5470,NWFN TRAP 2 LINVIS,13-Jul-05,NWFN,ICC,903,,40,0,,V,13,M,M,C,S,2,,16,16,
4922,5471,NWFN TRAP 2 LINVIS,13-Jul-05,NWFN,ICC,938,,40,0,,T,13,M,M,C,S,0,,16,16,
4922,5472,NWFN TRAP 2 LINVIS,13-Jul-05,NWFN,ICC,949,,40,0,,R,13,M,M,C,S,0,,16,16,
4922,5473,NWFN TRAP 2 LINVIS,13-Jul-05,NWFN,ICC,956,,40,0,,P,13,M,M,C,S,0,,16,16,
4923,5476,NWFN TRAP 2 LINVIS,13-Jul-05,NWFN,PAR,901,,40,0,,B,13,M,M,C,S,0,,16,16,
4923,5477,NWFN TRAP 2 LINVIS,13-Jul-05,NWFN,PAR,916,,40,0,,D,12,M,M,C,S,0,,16,16,No mouse
4923,5478,NWFN TRAP 2 LINVIS,13-Jul-05,NWFN,PAR,842,,40,0,,F,13,M,M,C,S,0,,16,16,
4923,5479,NWFN TRAP 2 LINVIS,13-Jul-05,NWFN,PAR,923,,40,0,,H,13,M,M,C,S,0,,16,16,
4923,5480,NWFN TRAP 2 LINVIS,13-Jul-05,NWFN,PAR,933,,40,0,,J,13,M,M,C,S,0,,16,16,
4923,5481,NWFN TRAP 2 LINVIS,13-Jul-05,NWFN,PAR,941,,40,0,,L,13,M,M,C,S,0,,16,16,
4923,5482,NWFN TRAP 2 LINVIS,13-Jul-05,NWFN,PAR,950,,40,0,,N,13,M,M,C,S,0,,16,16,
4925,5496,NWFN TRAP 2 LINVIS,14-Jul-05,NWFN,KLG,824,,20,0,,B,13,M,M,C,S,0,,16,16,
4925,5497,NWFN TRAP 2 LINVIS,14-Jul-05,NWFN,KLG,837,,20,0,,D,13,M,M,C,S,0,,16,16,
4925,5498,NWFN TRAP 2 LINVIS,14-Jul-05,NWFN,KLG,848,,20,0,,F,13,M,M,C,S,0,,16,16,
4925,5499,NWFN TRAP 2 LINVIS,14-Jul-05,NWFN,KLG,901,,20,0,,H,13,M,M,C,S,0,,16,16,
4925,5500,NWFN TRAP 2 LINVIS,14-Jul-05,NWFN,KLG,937,,20,0,,J,13,M,M,C,S,0,,16,16,
4924,5487,NWFN TRAP 2 LINVIS,14-Jul-05,NWFN,ROB,952,,20,0,,L,13,M,M,C,S,0,,16,16,
4924,5488,NWFN TRAP 2 LINVIS,14-Jul-05,NWFN,ROB,945,,20,0,,N,13,M,M,C,S,0,,16,16,
4924,5489,NWFN TRAP 2 LINVIS,14-Jul-05,NWFN,ROB,939,,20,0,,P,13,M,M,C,S,0,,16,16,
4924,5490,NWFN TRAP 2 LINVIS,14-Jul-05,NWFN,ROB,931,,20,0,,R,13,M,M,C,S,0,,16,16,
4924,5491,NWFN TRAP 2 LINVIS,14-Jul-05,NWFN,ROB,855,,20,0,,T,13,M,M,C,S,1,,16,16,
4924,5492,NWFN TRAP 2 LINVIS,14-Jul-05,NWFN,ROB,848,,20,0,,V,13,M,M,C,S,0,,16,16,
4924,5493,NWFN TRAP 2 LINVIS,14-Jul-05,NWFN,ROB,839,,20,0,,X,13,M,M,C,S,0,,16,16,
4924,5494,NWFN TRAP 2 LINVIS,14-Jul-05,NWFN,ROB,823,,20,0,,Z,13,M,M,C,S,2,,16,16,
4928,5513,NWFN TRAP 2 LINVIS,15-Jul-05,NWFN,ICC,908,,100,11,,J,13,M,M,C,S,0,,16,16,
4928,5514,NWFN TRAP 2 LINVIS,15-Jul-05,NWFN,ICC,928,,100,11,,B,13,M,M,C,S,0,,16,16,
4928,5515,NWFN TRAP 2 LINVIS,15-Jul-05,NWFN,ICC,935,,100,11,,D,13,M,M,C,S,0,,16,16,
4928,5516,NWFN TRAP 2 LINVIS,15-Jul-05,NWFN,ICC,940,,100,11,,F,13,M,M,C,S,0,,16,16,
4928,5517,NWFN TRAP 2 LINVIS,15-Jul-05,NWFN,ICC,947,,100,11,,H,13,M,M,C,S,0,,16,16,
4928,5518,NWFN TRAP 2 LINVIS,15-Jul-05,NWFN,ICC,954,,100,11,,L,13,M,M,C,S,0,,16,16,
4928,5519,NWFN TRAP 2 LINVIS,15-Jul-05,NWFN,ICC,958,,100,11,,N,12,M,M,C,S,0,,16,16,West side door sticks if pushed open all the way.
4933,5556,NWFN TRAP 2 LINVIS,15-Jul-05,NWFN,PAR,1005,,100,11,,P,13,M,M,C,S,1,,16,16,
4933,5557,NWFN TRAP 2 LINVIS,15-Jul-05,NWFN,PAR,847,,100,11,,R,13,M,M,C,S,1,,16,16,
4933,5558,NWFN TRAP 2 LINVIS,15-Jul-05,NWFN,PAR,955,,100,11,,T,13,M,M,C,S,0,,16,16,
4933,5559,NWFN TRAP 2 LINVIS,15-Jul-05,NWFN,PAR,945,,100,11,,V,13,M,M,C,S,1,,16,16,
4933,5560,NWFN TRAP 2 LINVIS,15-Jul-05,NWFN,PAR,939,,100,11,,X,13,M,M,C,S,0,,16,16,
4933,5561,NWFN TRAP 2 LINVIS,15-Jul-05,NWFN,PAR,918,,100,11,,Z,13,M,M,C,S,3,,16,16,
4931,5540,NWFN TRAP 2 LINVIS,16-Jul-05,NWFN,ICC,725,,85,10,,P,13,M,M,C,S,0,,16,16,
4931,5541,NWFN TRAP 2 LINVIS,16-Jul-05,NWFN,ICC,755,,85,10,,Z,13,M,M,C,S,1,,16,16,
4931,5542,NWFN TRAP 2 LINVIS,16-Jul-05,NWFN,ICC,807,,85,10,,X,13,M,M,C,S,0,,16,16,
4931,5543,NWFN TRAP 2 LINVIS,16-Jul-05,NWFN,ICC,822,,85,10,,V,13,M,M,C,S,1,,16,16,
4931,5544,NWFN TRAP 2 LINVIS,16-Jul-05,NWFN,ICC,838,,85,10,,T,13,M,M,C,S,2,,16,16,
4931,5545,NWFN TRAP 2 LINVIS,16-Jul-05,NWFN,ICC,850,,85,10,,R,13,M,M,C,S,0,,16,16,
4934,5565,NWFN TRAP 2 LINVIS,16-Jul-05,NWFN,PAR,800,,85,10,,B,13,M,M,C,S,0,,16,16,
4934,5566,NWFN TRAP 2 LINVIS,16-Jul-05,NWFN,PAR,807,,85,10,,D,13,M,M,C,S,0,,16,16,
4934,5567,NWFN TRAP 2 LINVIS,16-Jul-05,NWFN,PAR,813,,85,10,,F,13,M,M,C,S,0,,16,16,
4934,5568,NWFN TRAP 2 LINVIS,16-Jul-05,NWFN,PAR,819,,85,10,,H,13,M,M,C,S,1,,16,16,
4934,5569,NWFN TRAP 2 LINVIS,16-Jul-05,NWFN,PAR,829,,85,10,,J,13,M,M,C,S,1,,16,16,
4934,5570,NWFN TRAP 2 LINVIS,16-Jul-05,NWFN,PAR,725,,85,10,,L,13,M,M,C,S,1,,16,16,
4934,5571,NWFN TRAP 2 LINVIS,16-Jul-05,NWFN,PAR,842,,85,10,,N,13,M,M,C,S,0,,16,16,
4930,5532,NWFN TRAP 2 LINVIS,17-Jul-05,NWFN,KLG,932,,90,10,,P,13,M,M,C,S,0,,16,16,
4930,5533,NWFN TRAP 2 LINVIS,17-Jul-05,NWFN,KLG,921,,90,10,,R,13,M,M,C,S,1,,16,16,
4930,5534,NWFN TRAP 2 LINVIS,17-Jul-05,NWFN,KLG,907,,90,10,,T,13,M,M,C,S,0,,16,16,
4930,5535,NWFN TRAP 2 LINVIS,17-Jul-05,NWFN,KLG,854,,90,10,,V,13,M,M,C,S,0,,16,16,
4930,5536,NWFN TRAP 2 LINVIS,17-Jul-05,NWFN,KLG,836,,90,10,,X,13,M,M,C,S,1,,16,16,
4930,5537,NWFN TRAP 2 LINVIS,17-Jul-05,NWFN,KLG,819,,90,10,,Z,13,M,M,C,S,1,,16,16,
4929,5521,NWFN TRAP 2 LINVIS,17-Jul-05,NWFN,ROB,847,,90,10,,B,13,M,M,C,S,0,,16,16,
4929,5522,NWFN TRAP 2 LINVIS,17-Jul-05,NWFN,ROB,855,,90,10,,D,13,M,M,C,S,0,,16,16,
4929,5523,NWFN TRAP 2 LINVIS,17-Jul-05,NWFN,ROB,902,,90,10,,F,13,M,M,C,S,0,,16,16,
4929,5524,NWFN TRAP 2 LINVIS,17-Jul-05,NWFN,ROB,910,,90,10,,H,13,M,M,C,S,0,,16,16,
4929,5525,NWFN TRAP 2 LINVIS,17-Jul-05,NWFN,ROB,917,,90,10,,J,13,M,M,C,S,0,,16,16,
4929,5526,NWFN TRAP 2 LINVIS,17-Jul-05,NWFN,ROB,924,,90,10,,L,13,M,M,C,S,0,,16,16,
4929,5527,NWFN TRAP 2 LINVIS,17-Jul-05,NWFN,ROB,821,,90,10,,N,13,M,M,C,S,0,,16,16,
4932,5547,NWFN TRAP 2 LINVIS,18-Jul-05,NWFN,ICC,840,,40,10,,B,13,M,M,C,S,0,,16,16,
4932,5548,NWFN TRAP 2 LINVIS,18-Jul-05,NWFN,ICC,904,,40,10,,D,13,M,M,C,S,0,,16,16,
4932,5549,NWFN TRAP 2 LINVIS,18-Jul-05,NWFN,ICC,910,,40,10,,F,13,M,M,C,S,0,,16,16,
4932,5550,NWFN TRAP 2 LINVIS,18-Jul-05,NWFN,ICC,923,,40,10,,H,12,M,M,C,S,0,,16,16,Lock unclasped
4932,5551,NWFN TRAP 2 LINVIS,18-Jul-05,NWFN,ICC,931,,40,10,,J,13,M,M,C,S,0,,16,16,
4932,5552,NWFN TRAP 2 LINVIS,18-Jul-05,NWFN,ICC,939,,40,10,,L,13,M,M,C,S,0,,16,16,
4932,5553,NWFN TRAP 2 LINVIS,18-Jul-05,NWFN,ICC,947,,40,10,,N,13,M,M,C,S,1,,16,16,
4935,5574,NWFN TRAP 2 LINVIS,18-Jul-05,NWFN,PAR,945,,40,10,,P,13,M,M,C,S,0,,16,16,
4935,5575,NWFN TRAP 2 LINVIS,18-Jul-05,NWFN,PAR,936,,40,10,,R,13,M,M,C,S,0,,16,16,
4935,5576,NWFN TRAP 2 LINVIS,18-Jul-05,NWFN,PAR,927,,40,10,,T,13,M,M,C,S,0,,16,16,
4935,5577,NWFN TRAP 2 LINVIS,18-Jul-05,NWFN,PAR,921,,40,10,,V,13,M,M,C,S,0,,16,16,
4935,5578,NWFN TRAP 2 LINVIS,18-Jul-05,NWFN,PAR,913,,40,10,,X,12,M,M,C,S,0,,16,16,TRAP LEFT OPEN FROM PREVIOUS DAY
4935,5579,NWFN TRAP 2 LINVIS,18-Jul-05,NWFN,PAR,838,,40,10,,Z,13,M,M,C,S,1,,16,16,
4937,5592,NWFN TRAP 2 LINVIS,19-Jul-05,NWFN,ICC,853,,30,10,,X,13,M,M,C,S,1,,16,16,
4937,5593,NWFN TRAP 2 LINVIS,19-Jul-05,NWFN,ICC,933,,30,10,,Z,13,M,M,C,S,2,,16,16,
4937,5594,NWFN TRAP 2 LINVIS,19-Jul-05,NWFN,ICC,947,,30,10,,V,13,M,M,C,S,1,,16,16,
4937,5595,NWFN TRAP 2 LINVIS,19-Jul-05,NWFN,ICC,958,,30,10,,T,13,M,M,C,S,2,,16,16,
4937,5596,NWFN TRAP 2 LINVIS,19-Jul-05,NWFN,ICC,1022,,30,10,,R,13,M,M,C,S,0,,16,16,
4936,5583,NWFN TRAP 2 LINVIS,19-Jul-05,NWFN,PAR,920,,30,10,,B,13,M,M,C,S,0,,16,16,
4936,5584,NWFN TRAP 2 LINVIS,19-Jul-05,NWFN,PAR,856,,30,10,,D,13,M,M,C,S,0,,16,16,
4936,5585,NWFN TRAP 2 LINVIS,19-Jul-05,NWFN,PAR,927,,30,10,,F,13,M,M,C,S,1,,16,16,
4936,5586,NWFN TRAP 2 LINVIS,19-Jul-05,NWFN,PAR,939,,30,10,,H,13,M,M,C,S,1,,16,16,
4936,5587,NWFN TRAP 2 LINVIS,19-Jul-05,NWFN,PAR,953,,30,10,,J,13,M,M,C,S,1,,16,16,
4936,5588,NWFN TRAP 2 LINVIS,19-Jul-05,NWFN,PAR,1004,,30,10,,L,13,M,M,C,S,0,,16,16,
4936,5589,NWFN TRAP 2 LINVIS,19-Jul-05,NWFN,PAR,1010,,30,10,,N,13,M,M,C,S,0,,16,16,
4936,5590,NWFN TRAP 2 LINVIS,19-Jul-05,NWFN,PAR,1017,,30,10,,P,13,M,M,C,S,0,,16,16,
4938,4907,NWFN TRAP 2 LINVIS,20-Jul-05,NWFN,KLG,837,,80,10,,F,13,M,M,C,S,0,,16,16,
4938,5599,NWFN TRAP 2 LINVIS,20-Jul-05,NWFN,KLG,826,,80,10,,B,13,M,M,C,S,0,,16,16,
4938,5600,NWFN TRAP 2 LINVIS,20-Jul-05,NWFN,KLG,837,,80,10,,D,13,M,M,C,S,0,,16,16,
4938,5602,NWFN TRAP 2 LINVIS,20-Jul-05,NWFN,KLG,931,,80,10,,H,13,M,M,C,S,1,,16,16,
